Date,Open,High,Low,Close,Volume,Value,Frequency
2021-10-07,0,193,185,186,49.478.200,9.277.863.100,2.962
2021-10-08,0,198,187,190,185.400.100,35.804.227.600,8.892
2021-10-11,0,194,189,189,52.551.200,10.027.640.800,4.072
2021-10-12,0,204,188,197,193.820.700,38.332.665.900,10.056
2021-10-13,0,200,193,194,59.625.100,11.610.343.200,4.176
2021-10-14,0,202,193,195,95.057.300,18.689.450.000,10.752
2021-10-15,0,197,193,196,30.855.200,6.011.780.800,2.057
2021-10-18,0,204,194,204,98.020.000,19.590.898.200,4.423
2021-10-19,0,208,197,200,92.409.600,18.655.247.000,5.231
2021-10-21,0,204,196,196,61.541.000,12.213.451.300,3.291
2021-10-22,0,198,189,196,62.297.500,12.034.933.500,3.251
2021-10-25,0,198,189,189,49.669.300,9.538.995.200,3.334
2021-10-26,0,191,188,188,30.604.600,5.794.074.100,1.932
2021-10-27,0,192,185,185,33.543.800,6.287.853.400,2.267
2021-10-28,0,187,176,178,72.160.300,12.991.819.000,3.576
2021-10-29,0,184,178,182,34.811.300,6.331.351.600,1.642
2021-11-01,0,188,182,187,31.573.500,5.887.126.900,2.402
2021-11-02,0,190,182,182,23.515.900,4.354.985.200,2.247
2021-11-03,0,188,181,187,16.830.300,3.114.572.100,1.362
2021-11-04,0,189,186,187,15.556.200,2.916.854.500,1.394
2021-11-05,0,188,183,186,16.436.300,3.038.523.400,1.381
2021-11-08,0,188,184,185,10.876.600,2.012.491.200,1.104
2021-11-09,0,193,185,188,50.892.400,9.645.374.400,3.602
2021-11-10,0,190,186,187,15.182.400,2.844.665.500,1.386
2021-11-11,0,189,185,188,25.051.400,4.689.193.800,1.378
2021-11-12,0,191,186,187,27.043.300,5.093.454.500,1.723
2021-11-15,0,189,183,183,18.612.600,3.430.283.700,1.623
2021-11-16,0,186,182,184,10.210.900,1.879.676.300,988
2021-11-17,0,187,184,184,14.631.400,2.707.933.000,988
2021-11-18,0,187,183,184,10.384.700,1.920.972.200,974
2021-11-19,0,186,182,184,16.729.200,3.069.341.500,1.217
2021-11-22,0,187,182,184,12.465.800,2.306.881.100,1.252
2021-11-23,0,187,184,185,20.547.200,3.804.682.000,1.04
2021-11-24,0,192,185,188,59.437.400,11.195.204.600,3.463
2021-11-25,0,190,185,185,29.109.300,5.465.737.900,1.942
2021-11-26,0,186,178,179,46.375.300,8.434.001.000,2.505
2021-11-29,0,179,171,175,29.309.500,5.117.529.800,2.096
2021-11-30,0,178,172,172,21.476.600,3.746.548.600,1.486
2021-12-01,0,173,165,167,27.707.800,4.652.623.300,2
2021-12-02,0,169,161,169,14.811.900,2.447.528.300,1.261
2021-12-03,0,173,166,170,14.930.200,2.533.141.700,1.391
2021-12-06,0,172,167,168,8.420.400,1.420.578.600,1.014
2021-12-07,0,172,168,171,9.984.600,1.702.207.200,761
2021-12-08,0,175,170,171,17.707.000,3.050.146.800,1.249
2021-12-09,0,174,171,172,8.395.300,1.446.679.300,793
2021-12-10,0,173,171,171,5.013.700,860.295.100,708
2021-12-13,0,174,170,172,7.623.000,1.311.062.900,862
2021-12-14,0,172,168,171,10.233.400,1.727.790.200,1.056
2021-12-15,0,171,168,169,3.896.700,660.092.600,662
2021-12-16,0,171,166,168,6.883.400,1.155.213.300,769
2021-12-17,0,169,167,168,5.372.500,901.197.600,556
2021-12-20,0,168,161,162,16.964.400,2.783.235.300,1.504
2021-12-21,0,164,160,163,10.408.900,1.684.343.100,963
2021-12-22,0,167,163,163,12.391.900,2.035.016.000,657
2021-12-23,0,164,160,162,6.965.600,1.129.077.800,626
2021-12-24,0,165,162,162,4.007.900,651.922.800,553
2021-12-27,0,165,162,163,6.855.500,1.119.543.900,708
2021-12-28,0,166,163,165,8.036.500,1.324.663.400,723
2021-12-29,0,166,162,162,5.666.600,922.587.200,799
2021-12-30,0,164,161,162,5.784.400,934.229.100,543
2022-01-03,0,165,162,164,5.491.400,895.161.700,812
2022-01-04,0,169,164,166,11.618.400,1.934.685.900,1.137
2022-01-05,0,168,163,164,5.577.900,916.977.700,682
2022-01-06,0,164,162,163,4.743.000,771.706.400,632
2022-01-07,0,165,161,163,5.881.400,954.975.300,663
2022-01-10,0,165,162,162,5.804.400,943.225.700,691
2022-01-11,0,163,156,157,19.744.300,3.133.020.600,1.372
2022-01-12,0,159,153,154,10.899.000,1.690.043.600,1.323
2022-01-13,0,155,146,153,15.232.200,2.291.703.800,1.196
2022-01-14,0,155,151,153,8.209.400,1.252.299.500,769
2022-01-17,0,155,150,150,10.918.200,1.652.620.400,845
2022-01-18,0,151,145,146,17.935.200,2.648.547.400,1.291
2022-01-19,0,147,136,140,15.233.800,2.168.888.400,1.126
2022-01-20,0,144,137,143,8.479.700,1.194.522.700,836
2022-01-21,0,149,143,149,12.321.100,1.809.511.700,1.121
2022-01-24,0,149,146,147,4.187.700,616.737.900,834
2022-01-25,0,149,142,143,8.919.900,1.290.082.300,846
2022-01-26,0,146,140,143,4.216.300,600.488.200,813
2022-01-27,0,145,142,145,7.727.200,1.107.444.100,390
2022-01-28,0,150,141,144,11.333.500,1.654.899.100,4.261
2022-01-31,0,149,143,147,6.906.600,1.012.665.900,734
2022-02-02,0,154,147,153,35.017.700,5.309.666.100,3.028
2022-02-03,0,155,150,152,26.232.500,3.995.728.700,1.216
2022-02-04,0,157,150,154,16.218.300,2.504.946.800,3.898
2022-02-07,0,157,154,155,9.825.900,1.528.195.900,806
2022-02-08,0,158,154,155,8.535.700,1.328.659.600,753
2022-02-09,0,157,153,155,7.879.900,1.218.915.100,838
2022-02-10,0,159,155,157,18.279.200,2.866.597.800,5.718
2022-02-11,0,159,154,154,10.630.800,1.649.490.900,898
2022-02-14,0,154,150,152,9.439.100,1.433.206.500,924
2022-02-15,0,154,150,152,5.834.800,883.017.100,728
2022-02-16,0,163,152,162,39.488.800,6.294.148.800,2.889
2022-02-17,0,165,160,162,16.568.900,2.679.093.600,1.68
2022-02-18,0,167,160,164,23.307.900,3.827.091.800,1.983
2022-02-21,0,165,161,162,8.740.700,1.424.660.900,1.167
2022-02-22,0,163,158,160,9.748.200,1.555.846.000,1.071
2022-02-23,0,161,159,159,7.358.000,1.173.838.700,1.057
2022-02-24,0,165,149,151,41.772.100,6.483.491.400,8.468
2022-02-25,0,156,148,152,11.606.600,1.774.006.900,5.699
2022-03-01,0,155,151,152,10.039.500,1.531.434.100,907
2022-03-02,0,153,149,149,10.285.800,1.549.482.000,785
2022-03-04,0,151,149,150,8.604.400,1.288.920.200,816
2022-03-07,0,151,144,145,11.086.000,1.616.380.800,1.177
2022-03-08,0,154,144,152,19.366.900,2.931.539.300,1.518
2022-03-09,0,164,151,163,58.658.700,9.427.545.700,3.863
2022-03-10,0,168,160,160,33.174.300,5.418.046.200,2.27
2022-03-11,0,164,156,163,22.427.700,3.605.721.500,4.799
2022-03-14,0,167,159,161,23.326.100,3.826.007.000,1.966
2022-03-15,0,164,154,155,21.453.300,3.372.238.200,1.702
2022-03-16,0,160,155,157,9.567.500,1.504.916.000,2.278
2022-03-17,0,162,157,157,16.928.300,2.696.635.700,1.417
2022-03-18,0,160,155,155,8.189.700,1.284.260.800,972
2022-03-21,0,158,154,157,4.699.700,732.482.800,819
2022-03-22,0,168,156,164,66.036.300,10.811.512.300,7.819
2022-03-23,0,166,161,162,22.321.600,3.642.131.000,1.731
2022-03-24,0,174,161,170,115.920.100,19.667.536.600,6.436
2022-03-25,0,173,168,169,33.236.300,5.645.849.200,2.5
2022-03-28,0,173,169,171,22.306.200,3.815.679.300,1.752
2022-03-29,0,176,171,173,37.773.400,6.558.985.000,2.296
2022-03-30,0,174,170,171,17.311.500,2.961.592.300,1.184
2022-03-31,0,171,168,170,15.513.700,2.628.219.400,1.057
2022-04-01,0,174,169,172,21.281.100,3.641.970.400,3.024
2022-04-04,0,172,164,167,27.627.100,4.598.774.800,2.29
2022-04-05,0,172,168,170,15.195.400,2.578.271.700,1.189
2022-04-06,0,180,170,173,97.724.100,17.229.795.800,5.07
2022-04-07,0,175,168,171,29.915.200,5.092.389.700,1.961
2022-04-08,0,172,168,168,22.327.500,3.783.411.000,1.44
2022-04-11,0,170,158,159,53.638.900,8.707.496.700,2.929
2022-04-12,0,164,158,162,21.372.800,3.441.954.200,1.452
2022-04-13,0,164,162,163,8.413.800,1.369.887.500,1.272
2022-04-14,0,165,162,164,4.681.400,767.914.700,769
2022-04-18,0,168,161,167,30.623.500,5.092.981.200,1.995
2022-04-19,0,170,164,165,16.221.400,2.702.755.400,1.407
2022-04-20,0,166,162,165,16.348.600,2.675.829.900,2.844
2022-04-21,0,169,164,165,11.088.500,1.844.447.900,807
2022-04-22,0,165,161,162,11.712.300,1.904.288.100,1.334
2022-04-25,0,163,156,158,20.584.900,3.244.867.100,1.37
2022-04-26,0,162,154,161,23.943.500,3.770.550.900,3.101
2022-04-27,0,161,157,158,7.220.300,1.143.588.400,610
2022-04-28,0,163,158,159,13.670.900,2.182.290.900,5.014
2022-05-09,0,159,153,155,20.709.100,3.218.376.900,1.762
2022-05-10,0,155,150,154,11.246.000,1.713.082.700,1.365
2022-05-11,0,159,152,157,9.543.600,1.493.344.500,897
2022-05-12,0,157,151,152,9.859.200,1.513.788.400,882
2022-05-13,0,155,150,152,10.579.400,1.609.873.100,2.706
2022-05-17,0,154,151,152,5.928.700,902.993.000,704
2022-05-18,0,154,152,153,3.881.300,594.489.900,619
2022-05-19,0,153,149,150,13.243.700,1.989.936.900,1.069
2022-05-20,0,155,150,154,13.289.800,2.037.713.800,1.103
2022-05-23,0,159,153,154,8.952.600,1.392.812.600,1.078
2022-05-24,0,158,153,158,9.508.500,1.488.298.100,1.053
2022-05-25,0,161,157,160,16.283.000,2.593.278.700,1.679
2022-05-27,0,165,160,165,22.823.200,3.726.724.300,1.609
2022-05-30,0,168,163,166,19.263.600,3.178.364.200,1.392
2022-05-31,0,170,165,166,22.553.900,3.789.281.700,1.473
2022-06-02,0,172,163,170,33.565.800,5.683.450.200,2.094
2022-06-03,0,172,169,171,15.075.400,2.576.111.100,1.153
2022-06-06,0,187,171,184,168.060.700,30.455.205.100,9.243
2022-06-07,0,186,177,179,63.693.000,11.446.523.800,4.581
2022-06-08,0,185,179,182,45.752.200,8.337.268.300,3.076
2022-06-09,0,192,180,181,102.359.800,19.103.187.700,6.953
2022-06-10,0,182,175,179,40.877.900,7.271.934.100,2.889
2022-06-13,0,179,167,167,53.350.400,9.109.336.000,3.742
2022-06-14,0,169,161,169,20.911.700,3.492.581.700,1.943
2022-06-15,0,175,161,162,47.093.500,7.848.803.400,3.556
2022-06-16,0,168,162,162,21.450.200,3.520.064.100,1.426
2022-06-17,0,164,158,163,17.796.500,2.862.039.200,1.786
2022-06-20,0,167,161,164,17.860.500,2.920.781.500,1.281
2022-06-21,0,167,164,166,13.138.800,2.173.178.800,997
2022-06-22,0,170,165,169,20.608.500,3.447.234.500,1.485
2022-06-23,0,170,163,165,12.936.200,2.151.664.100,1.155
2022-06-24,0,168,164,166,14.220.200,2.365.410.700,779
2022-06-27,0,174,167,174,35.104.400,6.016.102.400,2.209
2022-06-28,0,176,171,175,22.405.700,3.896.597.200,1.974
2022-06-29,0,179,173,177,27.034.100,4.775.872.900,2.205
2022-06-30,0,180,168,169,17.202.600,2.993.034.100,1.981
2022-07-01,0,170,161,163,16.029.800,2.645.512.100,1.821
2022-07-04,0,164,157,158,19.321.200,3.080.009.800,1.665
2022-07-05,0,164,158,162,17.248.900,2.786.326.900,1.372
2022-07-06,0,166,161,162,14.020.200,2.288.772.200,1.957
2022-07-07,0,165,162,163,7.308.500,1.191.671.800,1.159
2022-07-08,0,164,160,160,12.944.400,2.090.997.700,1.148
2022-07-11,0,165,160,163,14.459.200,2.355.799.900,945
2022-07-12,0,164,159,160,19.640.700,3.149.666.800,1.537
2022-07-13,0,162,159,160,11.263.600,1.803.520.100,966
2022-07-14,0,160,158,160,9.862.700,1.573.940.000,900
2022-07-15,0,161,159,160,9.376.300,1.499.340.100,637
2022-07-18,0,161,159,160,5.695.600,909.096.000,780
2022-07-19,0,161,159,161,18.955.500,3.033.819.800,768
2022-07-20,0,163,159,160,74.147.500,11.878.271.300,2.722
2022-07-21,0,162,150,161,22.303.800,3.574.136.700,1.105
2022-07-22,0,162,160,160,21.224.600,3.417.719.200,1.204
2022-07-25,0,164,160,160,17.699.900,2.854.614.600,1.003
2022-07-26,0,163,159,160,35.930.400,5.777.788.700,7.458
2022-07-27,0,160,158,160,12.289.200,1.953.151.500,1.136
2022-07-28,0,166,159,163,55.945.000,9.090.444.900,7.677
2022-07-29,0,167,163,166,25.190.400,4.165.358.900,1.962
2022-08-01,0,172,166,170,33.286.300,5.641.129.800,2.256
2022-08-02,0,170,166,169,15.343.500,2.572.580.200,1.325
2022-08-03,0,175,167,173,32.466.000,5.596.551.600,2.191
2022-08-04,0,175,172,173,11.233.000,1.940.719.900,.912
2022-08-05,0,174,171,173,8.863.800,1.530.480.100,834
2022-08-08,0,178,172,175,25.186.900,4.401.413.400,1.361
2022-08-09,0,179,173,174,32.470.700,5.738.089.300,1.756
2022-08-10,0,176,169,171,18.076.000,3.079.790.200,1.123
2022-08-11,0,177,171,175,32.525.500,5.662.047.500,6.897
2022-08-12,0,178,174,176,24.450.200,4.307.963.700,1.512
2022-08-15,0,182,176,180,49.330.300,8.910.021.200,2.477
2022-08-16,0,185,180,180,43.009.300,7.844.937.900,2.314
2022-08-18,0,185,180,182,18.330.200,3.347.697.100,1.385
2022-08-19,0,183,177,178,19.115.300,3.423.028.000,1.491
2022-08-22,0,178,172,172,20.749.500,3.593.605.000,1.493
2022-08-23,0,176,166,174,29.032.400,5.016.890.600,1.523
2022-08-24,0,178,174,177,10.597.900,1.864.880.000,783
2022-08-25,0,180,173,180,22.252.800,3.946.411.900,1.315
2022-08-26,0,190,177,182,36.726.200,6.672.905.500,2.068
2022-08-29,0,182,177,181,23.714.500,4.244.927.000,1.528
2022-08-30,0,183,178,178,12.454.400,2.247.964.500,1.059
2022-08-31,0,181,177,180,7.959.700,1.424.167.900,677
2022-09-01,0,182,178,179,6.194.800,1.114.408.500,586
2022-09-02,0,180,177,178,6.263.700,1.116.355.900,725
2022-09-05,0,179,175,176,12.352.400,2.177.173.000,989
2022-09-06,0,186,175,181,69.085.000,12.575.849.300,5.798
2022-09-07,0,184,180,181,20.539.400,3.731.722.700,1.4
2022-09-08,0,189,179,183,89.380.200,16.518.696.100,3.658
2022-09-09,0,185,181,183,17.824.100,3.257.981.600,1.278
2022-09-12,0,197,183,195,160.747.200,30.838.982.100,8.173
2022-09-13,0,197,190,192,51.441.300,9.898.325.600,3.339
2022-09-14,0,195,186,191,51.552.500,9.853.211.100,2.666
2022-09-15,0,196,188,191,103.948.200,19.936.208.800,8.806
2022-09-16,0,194,188,188,52.430.200,9.979.340.300,2.975
2022-09-19,0,192,187,190,28.284.300,5.362.914.300,1.648
2022-09-20,0,192,186,186,24.398.400,4.598.714.200,1.677
2022-09-21,0,188,180,180,33.153.800,6.043.485.900,2.5
2022-09-22,0,184,176,183,23.870.500,4.318.349.000,1.533
2022-09-23,0,186,182,182,11.260.300,2.066.584.400,950
2022-09-26,0,185,176,178,20.017.600,3.554.723.400,1.631
2022-09-27,0,181,175,179,17.206.500,3.058.877.200,1.132
2022-09-28,0,180,172,172,29.982.800,5.225.882.600,1.912
2022-09-29,0,175,168,171,29.335.200,5.017.621.800,1.392
2022-09-30,0,172,166,169,14.139.800,2.390.188.300,1.192
2022-10-03,0,176,169,173,14.356.100,2.486.744.600,1.144
2022-10-04,0,177,173,175,7.290.700,1.281.838.800,703
2022-10-05,0,177,174,175,6.201.300,1.087.879.000,805
2022-10-06,0,176,173,175,2.936.400,513.822.300,440
2022-10-07,0,176,173,173,7.778.900,1.354.495.600,717
2022-10-10,0,176,172,174,9.005.700,1.566.703.800,585
2022-10-11,0,175,171,172,6.616.000,1.143.362.900,722
2022-10-12,0,175,169,172,13.102.200,2.241.712.600,892
2022-10-13,0,172,169,169,11.333.700,1.928.008.300,1.16
2022-10-14,0,172,169,170,7.995.300,1.361.727.900,921
2022-10-17,0,172,163,165,27.339.900,4.528.890.000,1.6
2022-10-18,0,174,165,168,31.884.100,5.414.007.500,15.268
2022-10-19,0,169,165,167,11.471.500,1.911.861.500,964
2022-10-20,0,170,166,168,10.185.900,1.707.542.000,1.207
2022-10-21,0,171,168,169,6.311.600,1.071.358.400,907
2022-10-24,0,172,169,171,4.371.600,742.612.000,602
2022-10-25,0,174,169,171,18.176.500,3.115.743.200,1.593
2022-10-26,0,173,169,169,12.387.000,2.101.765.900,1.032
2022-10-27,0,171,168,169,8.843.700,1.494.469.900,749
2022-10-28,0,178,169,177,77.124.100,13.449.965.500,16.801
2022-10-31,0,179,173,174,29.468.100,5.154.579.200,2.401
2022-11-01,0,178,173,175,19.777.500,3.463.671.800,1.421
2022-11-02,0,177,170,170,12.606.900,2.178.392.100,1.487
2022-11-03,0,173,169,172,9.928.700,1.697.790.100,1.153
2022-11-04,0,171,165,168,24.202.800,4.070.544.300,1.498
2022-11-07,0,171,167,171,16.973.600,2.886.413.900,791
2022-11-08,0,172,169,172,5.773.800,987.862.700,654
2022-11-09,0,176,171,173,19.107.500,3.323.747.500,1.482
2022-11-10,0,174,168,168,23.187.200,3.941.140.200,1.51
2022-11-11,0,173,169,171,10.612.300,1.807.722.600,775
2022-11-14,0,173,170,173,9.043.000,1.554.031.200,738
2022-11-15,0,174,170,170,4.298.000,737.910.600,655
2022-11-16,0,172,169,169,5.687.800,966.234.700,568
2022-11-17,0,170,167,170,8.118.700,1.368.082.500,838
2022-11-18,0,171,169,169,3.942.800,670.189.400,487
2022-11-21,0,172,168,171,4.059.100,692.239.500,586
2022-11-22,0,172,170,170,3.184.600,542.612.500,498
2022-11-23,0,173,168,171,9.782.500,1.674.270.000,811
2022-11-24,0,182,172,179,86.634.900,15.478.861.200,3.928
2022-11-25,0,182,176,176,18.383.400,3.294.243.000,1.576
2022-11-28,0,180,176,176,15.209.200,2.701.618.700,1.388
2022-11-29,0,180,176,179,7.845.200,1.393.887.700,718
2022-11-30,0,180,177,177,14.872.300,2.650.439.700,1.014
2022-12-01,0,182,178,181,17.130.200,3.088.508.300,1.146
2022-12-02,0,182,177,178,7.613.500,1.359.150.700,763
2022-12-05,0,180,173,173,15.207.600,2.666.102.300,1.304
2022-12-06,0,174,166,167,28.031.200,4.710.305.300,1.771
2022-12-07,0,169,165,168,7.217.100,1.207.136.300,681
2022-12-08,0,171,165,170,7.725.100,1.288.821.500,672
2022-12-09,0,170,166,166,7.183.200,1.197.355.400,740
2022-12-12,0,170,165,166,23.993.400,4.033.622.500,16.685
2022-12-13,0,168,165,167,8.015.800,1.332.673.600,762
2022-12-14,0,169,166,166,4.894.300,817.227.300,595
2022-12-15,0,168,165,167,2.513.800,418.067.800,556
2022-12-16,0,169,166,169,7.116.900,1.195.060.700,598
2022-12-19,0,170,167,167,3.329.700,560.329.400,839
2022-12-20,0,169,166,168,1.688.900,282.703.000,495
2022-12-21,0,169,165,167,10.409.700,1.730.864.600,549
2022-12-22,0,169,165,166,4.016.900,667.217.100,482
2022-12-23,0,166,164,165,5.100.500,839.277.400,621
2022-12-26,0,166,160,163,8.722.800,1.416.523.800,778
2022-12-27,0,165,161,164,3.688.700,600.850.100,534
2022-12-28,0,165,162,163,13.949.800,2.264.187.300,602
2022-12-29,0,164,162,162,2.456.000,398.424.700,543
2022-12-30,0,163,160,160,9.577.800,1.541.742.400,780
2023-01-02,0,162,159,160,4.211.300,674.169.200,513
2023-01-03,0,163,160,160,2.399.000,385.346.200,479
2023-01-04,0,163,158,159,5.386.800,859.117.200,807
2023-01-05,0,160,153,154,13.835.500,2.147.329.800,1.175
2023-01-06,0,154,151,153,9.334.200,1.427.967.500,549
2023-01-09,0,155,151,152,4.329.600,657.999.400,534
2023-01-10,0,154,150,152,3.285.800,497.294.000,522
2023-01-11,0,153,150,151,2.644.600,398.810.500,368
2023-01-12,0,155,151,154,2.126.300,327.205.500,413
2023-01-13,0,155,153,153,978.7,149.942.700,310
2023-01-16,0,157,154,155,3.471.900,540.234.400,453
2023-01-17,0,158,155,156,3.153.300,492.888.500,475
2023-01-18,0,157,155,155,1.863.100,290.079.600,414
2023-01-19,0,160,154,159,5.568.300,879.594.300,606
2023-01-20,0,160,157,159,3.737.500,592.975.600,427
2023-01-24,0,161,156,160,3.840.800,611.319.600,616
2023-01-25,0,168,160,163,36.403.300,5.984.343.700,5.602
2023-01-26,0,165,159,161,8.634.300,1.394.358.100,644
2023-01-27,0,165,161,164,5.768.100,945.321.100,790
2023-01-30,0,167,161,162,9.212.000,1.495.991.000,627
2023-01-31,0,165,161,162,6.342.500,1.034.478.100,546
2023-02-01,0,167,162,166,17.532.900,2.898.416.600,6.089
2023-02-02,0,171,164,166,42.442.200,7.138.559.300,26.757
2023-02-03,0,170,166,166,13.512.200,2.265.520.500,899
2023-02-06,0,167,164,165,6.701.500,1.110.432.100,514
2023-02-07,0,165,163,164,6.168.800,1.010.603.300,491
2023-02-08,0,165,163,163,2.712.900,442.867.400,383
2023-02-09,0,165,163,163,5.259.000,862.741.900,681
2023-02-10,0,165,161,163,3.957.700,643.037.100,427
2023-02-13,0,164,161,162,4.677.800,756.643.400,588
2023-02-14,0,164,162,162,1.271.900,206.620.800,288
2023-02-15,0,163,162,162,3.493.300,567.042.300,457
2023-02-16,0,163,158,161,8.472.100,1.355.116.900,683
2023-02-17,0,164,160,161,5.600.900,904.891.700,1.997
2023-02-20,0,165,161,161,3.247.900,526.246.200,491
2023-02-21,0,163,161,163,2.794.600,453.159.000,278
2023-02-22,0,164,160,161,2.852.000,460.772.100,351
2023-02-23,0,163,159,160,4.381.600,703.095.300,364
2023-02-24,0,161,158,159,4.434.000,706.022.400,394
2023-02-27,0,164,159,160,5.217.100,845.027.900,467
2023-02-28,0,162,160,161,4.536.400,729.250.800,626
2023-03-01,0,164,161,161,3.269.700,529.144.000,417
2023-03-02,0,163,160,161,4.501.400,725.207.500,373
2023-03-03,0,163,159,161,2.205.100,354.527.500,339
2023-03-06,0,162,159,161,1.797.900,287.940.800,329
2023-03-07,0,161,158,158,2.398.700,381.932.000,529
2023-03-08,0,159,155,156,4.109.300,639.242.400,520
2023-03-09,0,157,155,155,1.761.900,274.812.900,371
2023-03-10,0,157,154,156,2.512.900,390.580.400,317
2023-03-13,0,157,154,155,3.725.400,577.742.800,446
2023-03-14,0,157,153,153,2.570.300,396.731.900,487
2023-03-15,0,154,150,152,6.778.400,1.035.763.900,402
2023-03-16,0,152,146,146,9.349.700,1.382.663.900,927
2023-03-17,0,149,144,146,8.623.200,1.262.426.200,535
2023-03-20,0,151,146,150,5.416.900,806.735.200,419
2023-03-21,0,155,148,150,11.347.800,1.718.865.000,5.563
2023-03-24,0,155,150,152,5.757.200,881.276.500,458
2023-03-27,0,159,150,153,30.044.700,4.693.707.800,25.523
2023-03-28,0,157,153,155,4.174.100,647.223.300,420
2023-03-29,0,157,154,155,2.349.200,365.251.200,261
2023-03-30,0,156,152,152,3.946.600,602.748.100,512
2023-03-31,0,154,152,154,4.668.800,715.429.200,322
2023-04-03,0,155,152,153,2.275.200,348.950.100,345
2023-04-04,0,154,151,153,3.051.000,464.047.600,442
2023-04-05,0,160,150,155,27.722.100,4.333.005.900,13.095
2023-04-06,0,155,151,152,3.747.800,570.921.700,449
2023-04-10,0,153,150,151,3.239.700,490.645.300,.354
2023-04-11,0,179,151,170,224.490.500,38.341.692.500,13.275
2023-04-12,0,178,170,171,85.939.500,14.945.475.000,4.947
2023-04-13,0,187,172,180,130.567.500,23.537.491.000,7.17
2023-04-14,0,185,174,175,54.636.000,9.757.262.400,3.225
2023-04-17,0,177,170,171,32.025.000,5.512.982.400,4.406
2023-04-18,0,174,171,173,24.425.100,4.219.793.300,1.426
2023-04-26,0,177,172,176,31.673.700,5.528.891.200,1.833
2023-04-27,0,188,175,181,85.375.000,15.619.297.100,5.305
2023-04-28,0,183,178,178,43.379.500,7.820.052.400,1.715
2023-05-02,0,178,166,167,80.192.400,13.389.766.700,3.24
2023-05-03,0,171,161,169,23.345.700,3.891.224.900,2.148
2023-05-04,0,173,166,172,35.062.600,5.995.478.900,6.931
2023-05-05,0,172,168,169,9.418.500,1.599.216.100,1.004
2023-05-08,0,177,169,177,36.376.600,6.357.153.800,3.833
2023-05-09,0,181,177,178,27.011.200,4.845.932.100,2.932
2023-05-10,0,181,178,178,16.241.100,2.911.544.600,1.448
2023-05-11,0,180,175,180,14.466.000,2.572.181.300,1.79
2023-05-12,0,180,177,180,13.244.200,2.369.137.000,1.619
2023-05-15,0,187,179,182,36.931.200,6.771.681.900,2.697
2023-05-16,0,187,170,172,47.120.100,8.495.683.000,7.612
2023-05-17,0,181,171,178,24.630.300,4.354.924.300,2.332
2023-05-19,0,183,175,180,23.131.800,4.148.097.700,20.068
2023-05-22,0,184,178,181,17.987.300,3.264.287.000,1.163
2023-05-23,0,182,178,178,12.029.000,2.159.315.900,1.085
2023-05-24,0,186,177,185,50.722.400,9.295.340.000,7.332
2023-05-25,0,191,183,184,53.981.000,10.108.742.100,4.94
2023-05-26,0,186,181,183,16.290.000,2.988.525.900,1.302
2023-05-29,0,188,181,182,17.358.300,3.188.973.400,1.519
2023-05-30,0,184,179,180,11.141.800,2.011.957.600,1.16
2023-05-31,0,181,172,173,36.901.400,6.436.190.100,16.527
2023-06-05,0,181,170,179,24.709.000,4.377.288.100,7.098
2023-06-06,0,186,179,183,32.479.900,5.955.097.600,1.656
2023-06-07,0,187,182,186,21.408.400,3.953.673.200,1.367
2023-06-08,0,187,184,184,16.458.800,3.048.672.400,1.069
2023-06-09,0,190,182,190,66.365.700,12.519.975.800,2.409
2023-06-12,0,194,188,188,38.295.700,7.322.830.100,2.934
2023-06-13,0,191,187,187,18.020.900,3.391.591.400,1.389
2023-06-14,0,194,187,190,40.287.500,7.705.311.400,1.944
2023-06-15,0,194,188,190,9.986.700,1.897.505.600,866
2023-06-16,0,191,180,186,25.965.900,4.804.096.800,2.007
2023-06-19,0,190,184,189,12.426.800,2.334.387.700,1.048
2023-06-20,0,191,185,185,11.080.900,2.072.406.300,1.013
2023-06-21,0,188,183,186,9.960.500,1.838.297.600,873
2023-06-22,0,187,182,183,10.161.400,1.864.637.200,974
2023-06-23,0,184,180,181,8.751.600,1.587.916.100,766
2023-06-26,0,182,178,180,12.865.900,2.316.008.700,990
2023-06-27,0,183,179,180,7.078.800,1.275.077.800,644
2023-07-03,0,185,177,183,24.416.300,4.459.646.400,19.108
2023-07-04,0,186,181,182,10.704.000,1.969.312.000,1.069
2023-07-05,0,188,182,186,20.918.500,3.875.113.800,12.283
2023-07-06,0,189,185,188,20.228.100,3.787.954.100,1.005
2023-07-07,0,189,187,187,9.806.000,1.840.596.400,834
2023-07-10,0,191,186,190,19.833.300,3.752.172.600,1.326
2023-07-11,0,194,188,193,32.110.300,6.157.451.500,1.979
2023-07-12,0,195,192,193,25.299.000,4.886.973.100,1.416
2023-07-13,0,195,190,190,25.958.800,4.977.128.800,1.161
2023-07-14,0,195,188,193,32.932.500,6.353.925.500,1.6
2023-07-17,0,198,192,194,27.377.200,5.362.236.000,1.663
2023-07-18,0,196,191,191,12.051.700,2.325.221.400,855
2023-07-20,0,195,191,194,23.102.000,4.459.550.900,1.24
2023-07-21,0,202,193,200,72.138.600,14.299.426.300,2.717
2023-07-24,0,202,196,197,45.029.800,8.945.830.300,2.214
2023-07-25,0,199,190,190,70.396.800,13.507.276.900,3.241
2023-07-26,0,191,188,189,40.069.300,7.569.029.700,2.016
2023-07-27,0,190,183,183,61.057.500,11.292.537.800,4.247
2023-07-28,0,186,181,183,28.154.700,5.170.485.600,1.723
